ISIN,Code,SYMBOL,SERIES,EXCH,SYMBOL2,,Symbol3
INE00FF01025,ACUTAAS,ACUTAAS,EQ,NSE,ACUTAAS,,ACUTAAS.NS
INE931S01010,ADANIENSOL,ADANIENSOL,EQ,NSE,ADANIENSOL,,ADANIENSOL.NS
INE423A01024,ADANIENT,ADANIENT,EQ,NSE,ADANIENT,,ADANIENT.NS
INE364U01010,ADANIGREEN,ADANIGREEN,EQ,NSE,ADANIGREEN,,ADANIGREEN.NS
INE742F01042,ADANIPORTS,ADANIPORTS,EQ,NSE,ADANIPORTS,,ADANIPORTS.NS
INE814H01011,ADANIPOWER,ADANIPOWER,EQ,NSE,ADANIPOWER,,ADANIPOWER.NS
INE399L01023,ATGL,ATGL,EQ,NSE,ATGL,,ATGL.NS
INE0RDH01021,LAWSIKHO,LAWSIKHO,SM,NSE,LAWSIKHO,,LAWSIKHO.NS
INE982B01027,ADFFOODS,ADFFOODS,EQ,NSE,ADFFOODS,,ADFFOODS.NS
INE404A01024,ABSLAMC,ABSLAMC,EQ,NSE,ABSLAMC,,ABSLAMC.NS
INE674K01013,ABCAPITAL,ABCAPITAL,EQ,NSE,ABCAPITAL,,ABCAPITAL.NS
INE647O01011,ABFRL,ABFRL,EQ,NSE,ABFRL,,ABFRL.NS
INE14LE01019,ABLBL,ABLBL,EQ,NSE,ABLBL,,ABLBL.NS
INE865C01022,BIRLAMONEY,BIRLAMONEY,EQ,NSE,BIRLAMONEY,,BIRLAMONEY.NS
INE055A01016,ABREL,ABREL,EQ,NSE,ABREL,,ABREL.NS
INE819V01029,CPPLUS,CPPLUS,EQ,NSE,CPPLUS,,CPPLUS.NS
INE679V01027,AVL,AVL,EQ,NSE,AVL,,AVL.NS
INE045A01017,ADOR,ADOR,EQ,NSE,ADOR,,ADOR.NS
INE737B01033,ADROITINFO,ADROITINFO,EQ,NSE,ADROITINFO,,ADROITINFO.NS
INE837H01020,ADVENZYMES,ADVENZYMES,EQ,NSE,ADVENZYMES,,ADVENZYMES.NS
INE199C01026,ADVANIHOTR,ADVANIHOTR,EQ,NSE,ADVANIHOTR,,ADVANIHOTR.NS
INE208C01025,AEGISLOG,AEGISLOG,EQ,NSE,AEGISLOG,,AEGISLOG.NS
INE0INX01018,AEGISVOPAK,AEGISVOPAK,EQ,NSE,AEGISVOPAK,,AEGISVOPAK.NS
INE065D01027,AEROENTER,AEROENTER,EQ,NSE,AEROENTER,,AEROENTER.NS
INE24001021,AEROFLEX,AEROFLEX,EQ,NSE,AEROFLEX,,AEROFLEX.NS
INE0WL801011,AERON,AERON,SM,NSE,AERON,,AERON.NS
INE0TSF01011,AESTHETIK,AESTHETIK,ST,NSE,AESTHETIK,,AESTHETIK.NS
INE0BWX01014,AETHER,AETHER,EQ,NSE,AETHER,,AETHER.NS
INE101I01011,AFCONS,AFCONS,EQ,NSE,AFCONS,,AFCONS.NS
INE00WC01027,AFFLE,AFFLE,EQ,NSE,AFFLE,,AFFLE.NS
INE692Z01013,AFFORDABLE,AFFORDABLE,EQ,NSE,AFFORDABLE,,AFFORDABLE.NS
INE0MLA01012,AGARWALFT,AGARWALFT,SM,NSE,AGARWALFT,,AGARWALFT.NS
INE204E01012,AGARIND,AGARIND,EQ,NSE,AGARIND,,AGARIND.NS
INE0P8X01016,AGARWALTUF,AGARWALTUF,SM,NSE,AGARWALTUF,,AGARWALTUF.NS
INE415A01038,AGI,AGI,EQ,NSE,AGI,,AGI.NS
INE976R01025,AGIIL,AGIIL,EQ,NSE,AGIIL,,AGIIL.NS
INE0LF301013,AGNI,AGNI,ST,NSE,AGNI,,AGNI.NS
INE449G01018,AGRITECH,AGRITECH,EQ,NSE,AGRITECH,,AGRITECH.NS
INE00PV01013,AHLADA,AHLADA,EQ,NSE,AHLADA,,AHLADA.NS
INE758C01029,AHLUCONT,AHLUCONT,EQ,NSE,AHLUCONT,,AHLUCONT.NS
INE212H01026,AIAENG,AIAENG,EQ,NSE,AIAENG,,AIAENG.NS
INE0RUV01018,AIMTRON,AIMTRON,SM,NSE,AIMTRON,,AIMTRON.NS
INE805A01014,GOLDTECH,GOLDTECH,EQ,NSE,GOLDTECH,,GOLDTECH.NS
INE645W01026,AIRAN,AIRAN,EQ,NSE,AIRAN,,AIRAN.NS
INE801L01010,AIROLAM,AIROLAM,EQ,NSE,AIROLAM,,AIROLAM.NS
INE031B01049,AJANTPHARM,AJANTPHARM,EQ,NSE,AJANTPHARM,,AJANTPHARM.NS
INE274Y01021,AJAXENGG,AJAXENGG,EQ,NSE,AJAXENGG,,AJAXENGG.NS
INE298G01027,AJMERA,AJMERA,EQ,NSE,AJMERA,,AJMERA.NS
INE820Y01021,AJOONI,AJOONI,EQ,NSE,AJOONI,,AJOONI.NS
INE0PCY01014,AKANKSHA,AKANKSHA,ST,NSE,AKANKSHA,,AKANKSHA.NS
INE737W01013,AKASH,AKASH,EQ,NSE,AKASH,,AKASH.NS
INE00Y801016,AKG,AKG,EQ,NSE,AKG,,AKG.NS
INE0PMR01017,AKIKO,AKIKO,ST,NSE,AKIKO,,AKIKO.NS
INE916Y01027,AFIL,AFIL,EQ,NSE,AFIL,,AFIL.NS
INE523B01011,AKSHOPTFBR,AKSHOPTFBR,EQ,NSE,AKSHOPTFBR,,AKSHOPTFBR.NS
INE256Z01025,AKSHAR,AKSHAR,EQ,NSE,AKSHAR,,AKSHAR.NS
INE542B01011,AKSHARCHEM,AKSHARCHEM,EQ,NSE,AKSHARCHEM,,AKSHARCHEM.NS
INE09XN01023,AKUMS,AKUMS,EQ,NSE,AKUMS,,AKUMS.NS
INE133A01011,AKZOINDIA,AKZOINDIA,EQ,NSE,AKZOINDIA,,AKZOINDIA.NS
INE914E01040,ALANKIT,ALANKIT,EQ,NSE,ALANKIT,,ALANKIT.NS
INE155C01010,ALBERTDAVD,ALBERTDAVD,EQ,NSE,ALBERTDAVD,,ALBERTDAVD.NS
INE426A01027,ALEMBICLTD,ALEMBICLTD,EQ,NSE,ALEMBICLTD,,ALEMBICLTD.NS
INE901L01018,APLLTD,APLLTD,EQ,NSE,APLLTD,,APLLTD.NS
INE062D01024,ALICON,ALICON,EQ,NSE,ALICON,,ALICON.NS
INE03Q201024,ALIVUS,ALIVUS,EQ,NSE,ALIVUS,,ALIVUS.NS
INE773I01017,ALKALI,ALKALI,EQ,NSE,ALKALI,,ALKALI.NS
INE540L01014,ALKEM,ALKEM,EQ,NSE,ALKEM,,ALKEM.NS
INE150B01039,ALKYLAMINE,ALKYLAMINE,EQ,NSE,ALKYLAMINE,,ALKYLAMINE.NS
INE0M2X01012,ALLETEC,ALLETEC,SM,NSE,ALLETEC,,ALLETEC.NS
INE0GV601021,ALLTIME,ALLTIME,EQ,NSE,ALLTIME,,ALLTIME.NS
INE152B01027,ACLGATI,ACLGATI,EQ,NSE,ACLGATI,,ACLGATI.NS
INE418H01029,ALLCARGO,ALLCARGO,EQ,NSE,ALLCARGO,,ALLCARGO.NS
INE0NN701020,ATL,ATL,EQ,NSE,ATL,,ATL.NS
INE835G01018,ALLDIGI,ALLDIGI,EQ,NSE,ALLDIGI,,ALLDIGI.NS
INE552Z01027,ABDL,ABDL,EQ,NSE,ABDL,,ABDL.NS
INE102I01027,ADSL,ADSL,EQ,NSE,ADSL,,ADSL.NS
INE326B01035,ALMONDZ,ALMONDZ,EQ,NSE,ALMONDZ,,ALMONDZ.NS
INE270A01029,ALOKINDS,ALOKINDS,EQ,NSE,ALOKINDS,,ALOKINDS.NS
INE385I01010,ALPA,ALPA,EQ,NSE,ALPA,,ALPA.NS
INE0R4701017,ALPEXSOLAR,ALPEXSOLAR,SM,NSE,ALPEXSOLAR,,ALPEXSOLAR.NS
INE137C01018,ALPHAGEO,ALPHAGEO,EQ,NSE,ALPHAGEO,,ALPHAGEO.NS
INE0STM01017,ALUWIND,ALUWIND,ST,NSE,ALUWIND,,ALUWIND.NS
INE885A01032,ARE&M,ARE&M,EQ,NSE,ARE&M,,ARE&M.NS
INE371P01015,AMBER,AMBER,EQ,NSE,AMBER,,AMBER.NS
INE0M3I01029,AMBEY,AMBEY,SM,NSE,AMBEY,,AMBEY.NS
INE792B01012,AMBICAAGAR,AMBICAAGAR,EQ,NSE,AMBICAAGAR,,AMBICAAGAR.NS
INE540G01014,AMBIKCO,AMBIKCO,EQ,NSE,AMBIKCO,,AMBIKCO.NS
INE079A01024,AMBUJACEM,AMBUJACEM,EQ,NSE,AMBUJACEM,,AMBUJACEM.NS
INE005I01014,AMDIND,AMDIND,EQ,NSE,AMDIND,,AMDIND.NS
INE0KT901015,AMEYA,AMEYA,SM,NSE,AMEYA,,AMEYA.NS
INE0MTP01013,AMIABLE,AMIABLE,SM,NSE,AMIABLE,,AMIABLE.NS
INE275D01022,AMNPLST,AMNPLST,EQ,NSE,AMNPLST,,AMNPLST.NS
INE606A01024,AMJLAND,AMJLAND,EQ,NSE,AMJLAND,,AMJLAND.NS
INE098F01031,AMRUTANJAN,AMRUTANJAN,EQ,NSE,AMRUTANJAN,,AMRUTANJAN.NS
INE463V01026,ANANDRATHI,ANANDRATHI,EQ,NSE,ANANDRATHI,,ANANDRATHI.NS
INE242C01024,ANANTRAJ,ANANTRAJ,EQ,NSE,ANANTRAJ,,ANANTRAJ.NS
INE0VG001016,AMCL,AMCL,SM,NSE,AMCL,,AMCL.NS
INE435A01051,ANDHRAPAP,ANDHRAPAP,EQ,NSE,ANDHRAPAP,,ANDHRAPAP.NS
INE715B01021,ANDHRSUGAR,ANDHRSUGAR,EQ,NSE,ANDHRSUGAR,,ANDHRSUGAR.NS
INE732I01013,ANGELONE,ANGELONE,EQ,NSE,ANGELONE,,ANGELONE.NS
INE635Y01015,AISL,AISL,SM,NSE,AISL,,AISL.NS
INE087B01017,ANIKINDS,ANIKINDS,EQ,NSE,ANIKINDS,,ANIKINDS.NS
INE106I01010,ANKITMETAL,ANKITMETAL,BZ,NSE,ANKITMETAL,,ANKITMETAL.NS
INE0LR101013,ANLON,ANLON,ST,NSE,ANLON,,ANLON.NS
INE02AR01019,ANMOL,ANMOL,EQ,NSE,ANMOL,,ANMOL.NS
INE0MGM01017,ANNAPURNA,ANNAPURNA,SM,NSE,ANNAPURNA,,ANNAPURNA.NS
INE0VTV01012,ANONDITA,ANONDITA,ST,NSE,ANONDITA,,ANONDITA.NS
INE436A01026,ANSALAPI,ANSALAPI,BZ,NSE,ANSALAPI,,ANSALAPI.NS
INE414B01021,ANTGRAPHIC,ANTGRAPHIC,EQ,NSE,ANTGRAPHIC,,ANTGRAPHIC.NS
INE0CZ201020,ANTHEM,ANTHEM,EQ,NSE,ANTHEM,,ANTHEM.NS
INE01BK01022,AWHCL,AWHCL,EQ,NSE,AWHCL,,AWHCL.NS
INE489G01022,ANUHPHR,ANUHPHR,EQ,NSE,ANUHPHR,,ANUHPHR.NS
INE930P01018,ANURAS,ANURAS,EQ,NSE,ANURAS,,ANURAS.NS
INE0SI601032,ANYA,ANYA,SM,NSE,ANYA,,ANYA.NS
INE372A01015,APARINDS,APARINDS,EQ,NSE,APARINDS,,APARINDS.NS
INE116A01032,APCOTEXIND,APCOTEXIND,EQ,NSE,APCOTEXIND,,APCOTEXIND.NS
INE0T4V01015,APEXECO,APEXECO,SM,NSE,APEXECO,,APEXECO.NS
INE346W01013,APEX,APEX,EQ,NSE,APEX,,APEX.NS
INE702C01027,APLAPOLLO,APLAPOLLO,EQ,NSE,APLAPOLLO,,APLAPOLLO.NS
INE437A01024,APOLLOHOSP,APOLLOHOSP,EQ,NSE,APOLLOHOSP,,APOLLOHOSP.NS
INE713T01028,APOLLO,APOLLO,EQ,NSE,APOLLO,,APOLLO.NS
INE126J01016,APOLLOPIPE,APOLLOPIPE,EQ,NSE,APOLLOPIPE,,APOLLOPIPE.NS
INE451F01024,APOLSINHOT,APOLSINHOT,EQ,NSE,APOLSINHOT,,APOLSINHOT.NS
INE438A01022,APOLLOTYRE,APOLLOTYRE,EQ,NSE,APOLLOTYRE,,APOLLOTYRE.NS
INE0LQG01010,APRAMEYA,APRAMEYA,ST,NSE,APRAMEYA,,APRAMEYA.NS
INE266F01018,APTECHT,APTECHT,EQ,NSE,APTECHT,,APTECHT.NS
INE852O01025,APTUS,APTUS,EQ,NSE,APTUS,,APTUS.NS
INE0YDV01010,ARCIIL,ARCIIL,ST,NSE,ARCIIL,,ARCIIL.NS
INE128X01021,ACI,ACI,EQ,NSE,ACI,,ACI.NS
INE0CHO01012,ADL,ADL,EQ,NSE,ADL,,ADL.NS
INE877I01016,ARCHIDPLY,ARCHIDPLY,EQ,NSE,ARCHIDPLY,,ARCHIDPLY.NS
INE784R01023,ARFIN,ARFIN,EQ,NSE,ARFIN,,ARFIN.NS
INE0L2Y01011,ARHAM,ARHAM,SM,NSE,ARHAM,,ARHAM.NS
INE298I01015,ARIES,ARIES,EQ,NSE,ARIES,,ARIES.NS
INE0NCC01015,ARIHANTACA,ARIHANTACA,SM,NSE,ARIHANTACA,,ARIHANTACA.NS
INE420B01036,ARIHANTCAP,ARIHANTCAP,EQ,NSE,ARIHANTCAP,,ARIHANTCAP.NS
INE643K01018,ARIHANTSUP,ARIHANTSUP,EQ,NSE,ARIHANTSUP,,ARIHANTSUP.NS
INE0H9P01028,ARISINFRA,ARISINFRA,EQ,NSE,ARISINFRA,,ARISINFRA.NS
INE0QRL01017,ARKADE,ARKADE,EQ,NSE,ARKADE,,ARKADE.NS
INE109C01017,ARMANFIN,ARMANFIN,BL,NSE,ARMANFIN,,ARMANFIN.NS
INE210C01013,AROGRANITE,AROGRANITE,EQ,NSE,AROGRANITE,,AROGRANITE.NS
INE570D01018,ARROWGREEN,ARROWGREEN,EQ,NSE,ARROWGREEN,,ARROWGREEN.NS
INE968D01022,ARSHIYA,ARSHIYA,BZ,NSE,ARSHIYA,,ARSHIYA.NS
INE025R01021,ARTEMISMED,ARTEMISMED,EQ,NSE,ARTEMISMED,,ARTEMISMED.NS
INE0TTG01017,ARUNAYA,ARUNAYA,ST,NSE,ARUNAYA,,ARUNAYA.NS
INE006Z01016,ARVEE,ARVEE,EQ,NSE,ARVEE,,ARVEE.NS
INE955V01021,ARVINDFASN,ARVINDFASN,EQ,NSE,ARVINDFASN,,ARVINDFASN.NS
INE034A01011,ARVIND,ARVIND,EQ,NSE,ARVIND,,ARVIND.NS
INE0P4T01013,ARVINDPORT,ARVINDPORT,ST,NSE,ARVINDPORT,,ARVINDPORT.NS
INE034S01021,ARVSMART,ARVSMART,EQ,NSE,ARVSMART,,ARVSMART.NS
INE439A01020,ASAHIINDIA,ASAHIINDIA,EQ,NSE,ASAHIINDIA,,ASAHIINDIA.NS
INE228I01012,ASAHISONG,ASAHISONG,EQ,NSE,ASAHISONG,,ASAHISONG.NS
INE0LAA01017,ASHALOG,ASHALOG,SM,NSE,ASHALOG,,ASHALOG.NS
INE348A01023,ASHAPURMIN,ASHAPURMIN,EQ,NSE,ASHAPURMIN,,ASHAPURMIN.NS
INE365D01021,ASHIANA,ASHIANA,EQ,NSE,ASHIANA,,ASHIANA.NS
INE440A01010,ASHIMASYN,ASHIMASYN,EQ,NSE,ASHIMASYN,,ASHIMASYN.NS
INE208A01029,ASHOKLEY,ASHOKLEY,EQ,NSE,ASHOKLEY,,ASHOKLEY.NS
INE442H01029,ASHOKA,ASHOKA,EQ,NSE,ASHOKA,,ASHOKA.NS
INE760Y01011,ASHOKAMET,ASHOKAMET,EQ,NSE,ASHOKAMET,,ASHOKAMET.NS
INE276G01015,ASIANENE,ASIANENE,EQ,NSE,ASIANENE,,ASIANENE.NS
INE926K01017,AHLEAST,AHLEAST,EQ,NSE,AHLEAST,,AHLEAST.NS
INE363A01022,ASIANHOTNR,ASIANHOTNR,EQ,NSE,ASIANHOTNR,,ASIANHOTNR.NS
INE021A01026,ASIANPAINT,ASIANPAINT,EQ,NSE,ASIANPAINT,,ASIANPAINT.NS
INE491J01022,ASKAUTOLTD,ASKAUTOLTD,EQ,NSE,ASKAUTOLTD,,ASKAUTOLTD.NS
INE617I01024,ASLIND,ASLIND,ST,NSE,ASLIND,,ASLIND.NS
INE991I01015,ASPINWALL,ASPINWALL,EQ,NSE,ASPINWALL,,ASPINWALL.NS
INE0S7801010,ASPIRE,ASPIRE,ST,NSE,ASPIRE,,ASPIRE.NS
INE073G01016,ASALCBR,ASALCBR,EQ,NSE,ASALCBR,,ASALCBR.NS
INE563J01010,ASTEC,ASTEC,EQ,NSE,ASTEC,,ASTEC.NS
INE914M01019,ASTERDM,ASTERDM,EQ,NSE,ASTERDM,,ASTERDM.NS
INE386C01029,ASTRAMICRO,ASTRAMICRO,EQ,NSE,ASTRAMICRO,,ASTRAMICRO.NS
INE006I01046,ASTRAL,ASTRAL,EQ,NSE,ASTRAL,,ASTRAL.NS
INE203A01020,ASTRAZEN,ASTRAZEN,EQ,NSE,ASTRAZEN,,ASTRAZEN.NS
INE646X01014,ASTRON,ASTRON,EQ,NSE,ASTRON,,ASTRON.NS
INE09KD01013,ATAM,ATAM,EQ,NSE,ATAM,,ATAM.NS
INE0V0Q01019,ATCENERGY,ATCENERGY,SM,NSE,ATCENERGY,,ATCENERGY.NS
INE0LEZ01016,ATHERENERG,ATHERENERG,EQ,NSE,ATHERENERG,,ATHERENERG.NS
INE285H01022,ATLANTAA,ATLANTAA,EQ,NSE,ATLANTAA,,ATLANTAA.NS
INE05DH01017,ATMASTCO,ATMASTCO,SM,NSE,ATMASTCO,,ATMASTCO.NS
INE951D01028,ATULAUTO,ATULAUTO,EQ,NSE,ATULAUTO,,ATULAUTO.NS
INE100A01010,ATUL,ATUL,EQ,NSE,ATUL,,ATUL.NS
INE949L01017,AUBANK,AUBANK,EQ,NSE,AUBANK,,AUBANK.NS
INE448V01019,AURDIS,AURDIS,SM,NSE,AURDIS,,AURDIS.NS
INE132H01018,AURIONPRO,AURIONPRO,EQ,NSE,AURIONPRO,,AURIONPRO.NS
INE0NUL01018,AUROIMPEX,AUROIMPEX,SM,NSE,AUROIMPEX,,AUROIMPEX.NS
INE406A01037,AUROPHARMA,AUROPHARMA,EQ,NSE,AUROPHARMA,,AUROPHARMA.NS
INE898S01029,AURUM,AURUM,EQ,NSE,AURUM,,AURUM.NS
INE0P0001010,APS,APS,ST,NSE,APS,,APS.NS
INE206F01022,AIIL,AIIL,EQ,NSE,AIIL,,AIIL.NS
INE718H01014,AUTOIND,AUTOIND,EQ,NSE,AUTOIND,,AUTOIND.NS
INE449A01011,AUTOAXLES,AUTOAXLES,EQ,NSE,AUTOAXLES,,AUTOAXLES.NS
INE900C01027,ASAL,ASAL,EQ,NSE,ASAL,,ASAL.NS
INE349W01017,AVADHSUGAR,AVADHSUGAR,EQ,NSE,AVADHSUGAR,,AVADHSUGAR.NS
INE0LCL01028,AVALON,AVALON,EQ,NSE,AVALON,,AVALON.NS
INE005B01027,AVANTEL,AVANTEL,EQ,NSE,AVANTEL,,AVANTEL.NS
INE871C01038,AVANTIFEED,AVANTIFEED,EQ,NSE,AVANTIFEED,,AVANTIFEED.NS
INE192R01011,DMART,DMART,EQ,NSE,DMART,,DMART.NS
INE680Z01018,AVG,AVG,EQ,NSE,AVG,,AVG.NS
INE0TFB01017,AVIANSH,AVIANSH,SM,NSE,AVIANSH,,AVIANSH.NS
INE323B01024,AVONMORE,AVONMORE,EQ,NSE,AVONMORE,,AVONMORE.NS
INE0R9401019,AVPINFRA,AVPINFRA,SM,NSE,AVPINFRA,,AVPINFRA.NS
INE652Z01017,AVROIND,AVROIND,EQ,NSE,AVROIND,,AVROIND.NS
INE488D01021,AVTNPL,AVTNPL,EQ,NSE,AVTNPL,,AVTNPL.NS
INE108V01019,AWFIS,AWFIS,EQ,NSE,AWFIS,,AWFIS.NS
INE699H01024,AWL,AWL,EQ,NSE,AWL,,AWL.NS
INE238A01034,AXISBANK,AXISBANK,EQ,NSE,AXISBANK,,AXISBANK.NS
INE02EZ01022,AXITA,AXITA,EQ,NSE,AXITA,,AXITA.NS
INE193B01039,AYMSYNTEX,AYMSYNTEX,EQ,NSE,AYMSYNTEX,,AYMSYNTEX.NS
INE02IJ01035,AZAD,AZAD,EQ,NSE,AZAD,,AZAD.NS
INE01EE01011,BBTCL,BBTCL,EQ,NSE,BBTCL,,BBTCL.NS
INE116D01028,BAGFILMS,BAGFILMS,EQ,NSE,BAGFILMS,,BAGFILMS.NS
INE350H01032,BLKASHYAP,BLKASHYAP,EQ,NSE,BLKASHYAP,,BLKASHYAP.NS
INE01FR01028,STYLEBAAZA,STYLEBAAZA,EQ,NSE,STYLEBAAZA,,STYLEBAAZA.NS
INE0QW501012,BABAFP,BABAFP,SM,NSE,BABAFP,,BABAFP.NS
INE878I01022,BAFNAPH,BAFNAPH,EQ,NSE,BAFNAPH,,BAFNAPH.NS
INE029Q01017,BAHETI,BAHETI,SM,NSE,BAHETI,,BAHETI.NS
INE020D01022,BAIDFIN,BAIDFIN,EQ,NSE,BAIDFIN,,BAIDFIN.NS
INE917I01010,BAJAJ-AUTO,BAJAJ-AUTO,EQ,NSE,BAJAJ-AUTO,,BAJAJ-AUTO.NS
INE933K01021,BAJAJCON,BAJAJCON,EQ,NSE,BAJAJCON,,BAJAJCON.NS
INE193E01025,BAJAJELEC,BAJAJELEC,EQ,NSE,BAJAJELEC,,BAJAJELEC.NS
INE296A01032,BAJFINANCE,BAJFINANCE,EQ,NSE,BAJFINANCE,,BAJFINANCE.NS
INE918I01026,BAJAJFINSV,BAJAJFINSV,EQ,NSE,BAJAJFINSV,,BAJAJFINSV.NS
INE411U01027,BAJAJHCARE,BAJAJHCARE,EQ,NSE,BAJAJHCARE,,BAJAJHCARE.NS
INE306A01021,BAJAJHIND,BAJAJHIND,EQ,NSE,BAJAJHIND,,BAJAJHIND.NS
INE118A01012,BAJAJHLDNG,BAJAJHLDNG,EQ,NSE,BAJAJHLDNG,,BAJAJHLDNG.NS
INE377Y01014,BAJAJHFL,BAJAJHFL,EQ,NSE,BAJAJHFL,,BAJAJHFL.NS
INE083D01012,BALPHARMA,BALPHARMA,EQ,NSE,BALPHARMA,,BALPHARMA.NS
INE050E01027,BALAMINES,BALAMINES,EQ,NSE,BALAMINES,,BALAMINES.NS
INE0PQ601019,BALAJIPHOS,BALAJIPHOS,SM,NSE,BALAJIPHOS,,BALAJIPHOS.NS
INE618N01022,BALAXI,BALAXI,EQ,NSE,BALAXI,,BALAXI.NS
INE787D01026,BALKRISIND,BALKRISIND,EQ,NSE,BALKRISIND,,BALKRISIND.NS
INE875R01011,BALKRISHNA,BALKRISHNA,EQ,NSE,BALKRISHNA,,BALKRISHNA.NS
INE164A01016,BALMLAWRIE,BALMLAWRIE,EQ,NSE,BALMLAWRIE,,BALMLAWRIE.NS
INE119A01028,BALRAMCHIN,BALRAMCHIN,EQ,NSE,BALRAMCHIN,,BALRAMCHIN.NS
INE655B01011,BANARBEADS,BANARBEADS,EQ,NSE,BANARBEADS,,BANARBEADS.NS
INE213C01025,BANCOINDIA,BANCOINDIA,EQ,NSE,BANCOINDIA,,BANCOINDIA.NS
INE545U01014,BANDHANBNK,BANDHANBNK,EQ,NSE,BANDHANBNK,,BANDHANBNK.NS
INE863I01016,BANG,BANG,EQ,NSE,BANG,,BANG.NS
INE028A01039,BANKBARODA,BANKBARODA,EQ,NSE,BANKBARODA,,BANKBARODA.NS
INE084A01016,BANKINDIA,BANKINDIA,EQ,NSE,BANKINDIA,,BANKINDIA.NS
INE457A01014,MAHABANK,MAHABANK,EQ,NSE,MAHABANK,,MAHABANK.NS
INE862Y01015,BANKA,BANKA,EQ,NSE,BANKA,,BANKA.NS
INE186H01022,BASML,BASML,EQ,NSE,BASML,,BASML.NS
INE459A01010,BANARISUG,BANARISUG,EQ,NSE,BANARISUG,,BANARISUG.NS
INE0B9K01025,BANSALWIRE,BANSALWIRE,EQ,NSE,BANSALWIRE,,BANSALWIRE.NS
INE629D01020,BANSWRAS,BANSWRAS,EQ,NSE,BANSWRAS,,BANSWRAS.NS
INE139I01011,BVCL,BVCL,EQ,NSE,BVCL,,BVCL.NS
INE382M01027,BARBEQUE,BARBEQUE,EQ,NSE,BARBEQUE,,BARBEQUE.NS
INE0QX401014,BARFLEX,BARFLEX,ST,NSE,BARFLEX,,BARFLEX.NS
INE855F01042,ASMS,ASMS,EQ,NSE,ASMS,,ASMS.NS
INE373A01013,BASF,BASF,EQ,NSE,BASF,,BASF.NS
INE0OCC01013,BASILIC,BASILIC,SM,NSE,BASILIC,,BASILIC.NS
INE176A01028,BATAINDIA,BATAINDIA,EQ,NSE,BATAINDIA,,BATAINDIA.NS
INE0JFJ01011,BAWEJA,BAWEJA,SM,NSE,BAWEJA,,BAWEJA.NS
INE462A01022,BAYERCROP,BAYERCROP,EQ,NSE,BAYERCROP,,BAYERCROP.NS
INE412G01024,BCLIND,BCLIND,EQ,NSE,BCLIND,,BCLIND.NS
INE639X01027,BEACON,BEACON,SM,NSE,BEACON,,BEACON.NS
INE520H01022,BEARDSELL,BEARDSELL,EQ,NSE,BEARDSELL,,BEARDSELL.NS
INE844K01012,BEDMUTHA,BEDMUTHA,EQ,NSE,BEDMUTHA,,BEDMUTHA.NS
INE344T01014,BELLACASA,BELLACASA,EQ,NSE,BELLACASA,,BELLACASA.NS
INE894V01022,BELRISE,BELRISE,EQ,NSE,BELRISE,,BELRISE.NS
INE0N7W01012,BLAL,BLAL,EQ,NSE,BLAL,,BLAL.NS
INE258A01016,BEML,BEML,EQ,NSE,BEML,,BEML.NS
INE463A01038,BERGEPAINT,BERGEPAINT,EQ,NSE,BERGEPAINT,,BERGEPAINT.NS
INE052T01013,BESTAGRO,BESTAGRO,EQ,NSE,BESTAGRO,,BESTAGRO.NS
INE351Y01019,BETA,BETA,SM,NSE,BETA,,BETA.NS
INE0HQI01014,BEWLTD,BEWLTD,SM,NSE,BEWLTD,,BEWLTD.NS
INE878K01010,BFINVEST,BFINVEST,EQ,NSE,BFINVEST,,BFINVEST.NS
INE243D01012,BFUTILITIE,BFUTILITIE,EQ,NSE,BFUTILITIE,,BFUTILITIE.NS
INE0ZRC01017,BHADORA,BHADORA,SM,NSE,BHADORA,,BHADORA.NS
INE354C01027,BHAGERIA,BHAGERIA,EQ,NSE,BHAGERIA,,BHAGERIA.NS
INE414D01027,BHAGCHEM,BHAGCHEM,EQ,NSE,BHAGCHEM,,BHAGCHEM.NS
INE474E01029,BHANDARI,BHANDARI,EQ,NSE,BHANDARI,,BHANDARI.NS
INE922A01025,BEPL,BEPL,EQ,NSE,BEPL,,BEPL.NS
INE464A01036,BBL,BBL,EQ,NSE,BBL,,BBL.NS
INE171Z01026,BDL,BDL,EQ,NSE,BDL,,BDL.NS
INE263A01024,BEL,BEL,EQ,NSE,BEL,,BEL.NS
INE465A01025,BHARATFORG,BHARATFORG,EQ,NSE,BHARATFORG,,BHARATFORG.NS
INE561C01019,BHARATGEAR,BHARATGEAR,EQ,NSE,BHARATGEAR,,BHARATGEAR.NS
INE029A01011,BPCL,BPCL,EQ,NSE,BPCL,,BPCL.NS
INE838B01013,BHARATRAS,BHARATRAS,EQ,NSE,BHARATRAS,,BHARATRAS.NS
INE727S01012,BRNL,BRNL,EQ,NSE,BRNL,,BRNL.NS
INE415D01024,BHARATSE,BHARATSE,EQ,NSE,BHARATSE,,BHARATSE.NS
INE316L01019,BHARATWIRE,BHARATWIRE,EQ,NSE,BHARATWIRE,,BHARATWIRE.NS
INE397D01024,BHARTIARTL,BHARTIARTL,EQ,NSE,BHARTIARTL,,BHARTIARTL.NS
INE343G01021,BHARTIHEXA,BHARTIHEXA,EQ,NSE,BHARTIHEXA,,BHARTIHEXA.NS
INE828A01016,BIL,BIL,EQ,NSE,BIL,,BIL.NS
